class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33
Berdiri,0,0,0,-0.003457934,0.010154847,-0.028214566,-0.00619179,0.009438377,-0.028215155,-0.009541184,0.008590586,-0.028183594,0.007317066,0.00982393,-0.021182567,0.012409627,0.009039871,-0.021183394,0.017910421,0.008191328,-0.021205939,-0.012498915,-0.002855662,-0.165266037,0.027113557,-0.003419295,-0.133787852,-0.006050259,-0.01861801,-0.050001435,0.009910047,-0.019153483,-0.040804967,-0.046922535,-0.098883599,-0.215436302,0.063241392,-0.099538907,-0.163172431,-0.083037525,-0.198902234,-0.071335919,0.095321566,-0.20180808,-0.028890774,-0.026049912,-0.140522599,0.1191504,0.025100857,-0.13336426,0.113142043,-0.012656689,-0.124481425,0.164156973,0.006943166,-0.128279701,0.153951228,-0.008311838,-0.116118774,0.137700051,0.003780782,-0.117878854,0.135143638,-0.009252131,-0.120568737,0.113634542,0.0088754,-0.118850261,0.107354,-0.029186219,-0.314892754,-0.120923584,0.032796949,-0.314830825,-0.097099585,-0.04298529,-0.485937014,-0.089665193,0.034444422,-0.487049475,-0.078720072,-0.047432959,-0.64540185,-0.296717018,0.038925022,-0.653059855,-0.282182425,-0.039003581,-0.66749616,-0.309625149,0.031733692,-0.676756397,-0.294435635,-0.064405441,-0.691901997,-0.153568834,0.048700303,-0.698750034,-0.136079509
Berdiri,0,0,0,-0.003356487,0.01007501,-0.027894534,-0.006105602,0.009264395,-0.027892739,-0.009549171,0.00836857,-0.027860418,0.007238507,0.009969328,-0.020860232,0.012118548,0.009278029,-0.020862512,0.017713934,0.008550968,-0.020882234,-0.012261033,-0.003068786,-0.164480545,0.027485043,-0.002982445,-0.133339547,-0.005836278,-0.018702999,-0.049942262,0.009828717,-0.019042291,-0.040726863,-0.046222389,-0.10023018,-0.215871438,0.063620865,-0.099397443,-0.165636774,-0.082532704,-0.198713802,-0.072979599,0.095689505,-0.200725146,-0.028432041,-0.025716901,-0.139271088,0.115081683,0.025384516,-0.130934946,0.112361401,-0.011899829,-0.122168176,0.159297302,0.007094026,-0.125093006,0.152625635,-0.007647365,-0.11332462,0.132287487,0.004297614,-0.114875503,0.134016246,-0.008702695,-0.118233792,0.109322354,0.009448022,-0.116307221,0.106669828,-0.028711826,-0.315113477,-0.124532613,0.033176661,-0.315023027,-0.098807918,-0.042597711,-0.485963009,-0.095612241,0.034752041,-0.486964665,-0.08150864,-0.047057182,-0.645321451,-0.298774824,0.039321989,-0.652901851,-0.283789232,-0.038609028,-0.667384051,-0.311261609,0.032123655,-0.676623665,-0.295622185,-0.064668983,-0.691758178,-0.157697365,0.048856527,-0.698706709,-0.138648104
Berdiri,0,0,0,-0.003424168,0.009984832,-0.027568005,-0.006222278,0.009150747,-0.02756343,-0.009769946,0.008237503,-0.02753026,0.007258296,0.010138802,-0.020882867,0.012167513,0.00955892,-0.020888031,0.017722964,0.008905113,-0.020905748,-0.01241827,-0.003203977,-0.162680656,0.027539521,-0.002844147,-0.132986862,-0.00586924,-0.018627696,-0.049382001,0.009835005,-0.018844493,-0.040597819,-0.046097755,-0.100294508,-0.214571238,0.063746065,-0.09951929,-0.166659351,-0.082473159,-0.198530965,-0.072124373,0.095880032,-0.200717188,-0.028857179,-0.025672764,-0.133874051,0.115446344,0.025702864,-0.129793577,0.111448213,-0.011533022,-0.116670497,0.158574209,0.006980717,-0.122348674,0.151235893,-0.007422686,-0.107492991,0.132395759,0.004875809,-0.111497499,0.131905004,-0.008508295,-0.113069065,0.109888434,0.010073423,-0.113811634,0.105545774,-0.028660774,-0.315249853,-0.125544203,0.03322643,-0.315345667,-0.100004737,-0.042488664,-0.486061864,-0.09591236,0.034742534,-0.487159841,-0.082384557,-0.047104061,-0.645177953,-0.287265286,0.039219618,-0.653317086,-0.273015067,-0.038599521,-0.667578392,-0.298675582,0.032060385,-0.67750638,-0.283592388,-0.064660907,-0.69166749,-0.15033675,0.048833668,-0.699068956,-0.131857518
Berdiri,0,0,0,-0.003374517,0.009936634,-0.027430676,-0.006242305,0.009090468,-0.027425349,-0.009859443,0.008153189,-0.02739276,0.007299483,0.010314405,-0.020946227,0.012143523,0.009807814,-0.02095034,0.017638922,0.009206053,-0.020967491,-0.012425691,-0.003366522,-0.163103301,0.027697265,-0.002717566,-0.134186139,-0.005921453,-0.018602025,-0.049489006,0.009673893,-0.018724646,-0.041105352,-0.046098948,-0.100504253,-0.21504166,0.064209491,-0.099741761,-0.164471909,-0.082388461,-0.199024025,-0.073401123,0.096203506,-0.201037679,-0.026191153,-0.026411146,-0.133461449,0.115223892,0.026026279,-0.129109789,0.111389406,-0.0131782,-0.116975594,0.158751987,0.00697723,-0.12187973,0.150046848,-0.009810865,-0.107713703,0.133013181,0.004869699,-0.111025263,0.131617583,-0.010427237,-0.11351173,0.109926395,0.010143667,-0.113213141,0.104920678,-0.028511047,-0.316004325,-0.127235341,0.033403933,-0.316503156,-0.101780129,-0.042361677,-0.486374516,-0.097650778,0.034802258,-0.487726349,-0.084225075,-0.046860695,-0.645709652,-0.295765705,0.039105982,-0.654257912,-0.278265722,-0.038429856,-0.668135602,-0.308215879,0.031868488,-0.678247113,-0.289464973,-0.06418094,-0.692039568,-0.158082843,0.048987299,-0.699686009,-0.135938656
Berdiri,0,0,0,-0.003311872,0.010059588,-0.02832035,-0.006365895,0.009191059,-0.028321229,-0.010032117,0.008249126,-0.028303005,0.007241935,0.01053372,-0.020936228,0.011973023,0.010063209,-0.020942397,0.017389983,0.009492774,-0.020971879,-0.01247257,-0.003184903,-0.16315306,0.028056115,-0.00235787,-0.132505495,-0.005879402,-0.018550564,-0.050348788,0.00943771,-0.018557254,-0.040326744,-0.04577902,-0.100749131,-0.215219148,0.064775467,-0.099808704,-0.162666596,-0.082166016,-0.199086379,-0.074204322,0.096591055,-0.200970646,-0.025205307,-0.027960092,-0.131333124,0.107302919,0.027643681,-0.127613809,0.110853344,-0.015565574,-0.114408728,0.149569005,0.008326739,-0.119461369,0.149773687,-0.013002276,-0.10502864,0.123754948,0.006653368,-0.108568411,0.131888598,-0.013281286,-0.111423533,0.101977497,0.011830956,-0.111099314,0.104404837,-0.028105736,-0.317626145,-0.128320528,0.033823818,-0.318570551,-0.102952117,-0.042430341,-0.486960735,-0.108982789,0.035240382,-0.489081111,-0.093746211,-0.046653926,-0.645513859,-0.313098714,0.039411157,-0.654074457,-0.290329561,-0.038220525,-0.667904165,-0.325950712,0.031711191,-0.67803159,-0.3017634,-0.063718647,-0.691811707,-0.17825897,0.0501118,-0.699391272,-0.149924852
Berdiri,0,0,0,-0.003223509,0.010270603,-0.028795443,-0.006269783,0.009497806,-0.028790966,-0.009930879,0.008638132,-0.028753631,0.007312298,0.010693494,-0.021175094,0.012038291,0.010205328,-0.021177143,0.017444223,0.009608809,-0.021206312,-0.012352169,-0.002715614,-0.165263273,0.028188378,-0.002355367,-0.131947093,-0.00587672,-0.018538628,-0.050069667,0.009201109,-0.018563818,-0.040012591,-0.045642614,-0.100888271,-0.212885544,0.064868659,-0.099927325,-0.158539407,-0.082052201,-0.19801325,-0.069019254,0.09701401,-0.200801376,-0.020007744,-0.027745515,-0.128150079,0.107569367,0.028250694,-0.126409147,0.112305135,-0.014845997,-0.110445861,0.150268644,0.008781195,-0.117615644,0.151903838,-0.011949211,-0.101003859,0.123334855,0.007086515,-0.106851999,0.132306814,-0.01254192,-0.107570995,0.101811096,0.012271971,-0.109672014,0.106020138,-0.027986676,-0.317829359,-0.12059662,0.033943146,-0.318588097,-0.095211896,-0.042254955,-0.486977328,-0.09967676,0.035329103,-0.489370931,-0.085827479,-0.046405643,-0.64551406,-0.305820912,0.039562374,-0.653950203,-0.284177676,-0.038073689,-0.667903531,-0.319280654,0.031841576,-0.677952576,-0.296113819,-0.063602835,-0.691724289,-0.170421503,0.049755901,-0.699469138,-0.142770633
Berdiri,0,0,0,-0.003165603,0.010403324,-0.028835312,-0.006205469,0.009692598,-0.028829418,-0.009862155,0.008889001,-0.028787263,0.007363975,0.010788873,-0.021281272,0.012089998,0.010287132,-0.021281868,0.017484039,0.00967171,-0.021310724,-0.012277663,-0.002402049,-0.165668428,0.028272063,-0.002354793,-0.132251689,-0.005887955,-0.018536385,-0.049989752,0.009038925,-0.018594999,-0.040100969,-0.045566708,-0.101029258,-0.212291956,0.064883262,-0.100040998,-0.157986093,-0.081987083,-0.197321009,-0.067494351,0.097226501,-0.200653072,-0.01974503,-0.027516663,-0.127022859,0.108100027,0.028560162,-0.125889417,0.112083063,-0.014357954,-0.109197672,0.151008993,0.008995384,-0.116919409,0.151992172,-0.011273623,-0.099783745,0.123892203,0.007307172,-0.106202882,0.132024974,-0.0120399,-0.106301364,0.102278084,0.012502223,-0.109111812,0.10592173,-0.027914882,-0.317995455,-0.117441487,0.034010798,-0.318620648,-0.092088166,-0.042120814,-0.487007584,-0.095758688,0.035389721,-0.489615109,-0.082587119,-0.046238899,-0.645509567,-0.303272843,0.039662957,-0.653844323,-0.281934485,-0.037988424,-0.667894568,-0.317022428,0.031931281,-0.677863207,-0.294094414,-0.063528061,-0.691669907,-0.167764775,0.049486876,-0.699566867,-0.14014148
Berdiri,0,0,0,-0.002980143,0.010628123,-0.029327422,-0.005999506,0.009929635,-0.029318638,-0.009650558,0.009163406,-0.029272653,0.007452786,0.01107097,-0.021579765,0.012150764,0.010605551,-0.021580853,0.017539024,0.01000043,-0.021612361,-0.012058169,-0.00212837,-0.168681107,0.028519511,-0.002077837,-0.133889137,-0.005809814,-0.018332686,-0.050723363,0.008688748,-0.018458914,-0.040543765,-0.045118809,-0.102081705,-0.214854203,0.064674497,-0.099700276,-0.160001732,-0.081859261,-0.193743009,-0.067060709,0.098267555,-0.199093018,-0.020778738,-0.027002722,-0.124411602,0.113168903,0.029957503,-0.122897465,0.114299826,-0.013866216,-0.107240129,0.157002889,0.011162847,-0.112656835,0.154752903,-0.010918796,-0.096690137,0.130360477,0.009740889,-0.101908285,0.135224171,-0.011812061,-0.103099663,0.107569836,0.01457572,-0.105545614,0.108427219,-0.027507007,-0.317443851,-0.115650959,0.034220248,-0.318059508,-0.090222953,-0.041706324,-0.486470912,-0.092741927,0.035469413,-0.489458773,-0.077964073,-0.045965701,-0.644851718,-0.300110467,0.039879203,-0.652699683,-0.278473489,-0.037724435,-0.667328212,-0.31441889,0.032193601,-0.676199172,-0.290939592,-0.06333974,-0.691142712,-0.162942577,0.048052311,-0.69894788,-0.137825571
Berdiri,0,0,0,-0.002921849,0.010681517,-0.029114306,-0.005846679,0.009983044,-0.029105462,-0.009513885,0.009217668,-0.029055014,0.007491171,0.011143643,-0.022271715,0.012191266,0.01068449,-0.022275291,0.017589241,0.010081474,-0.022309542,-0.012042224,-0.002089277,-0.162484825,0.028659344,-0.002038762,-0.1324316,-0.005762994,-0.0184737,-0.047984466,0.008680463,-0.018593416,-0.039166618,-0.04430902,-0.10298077,-0.201423422,0.063680112,-0.100390933,-0.154609427,-0.082540393,-0.189692549,-0.053445477,0.098392189,-0.198840044,-0.013704233,-0.026794523,-0.122394241,0.116822444,0.031772256,-0.119061895,0.117028154,-0.01366213,-0.105633982,0.158340208,0.014344096,-0.10513518,0.157261409,-0.010710359,-0.096068315,0.129986323,0.012620926,-0.096039407,0.135470666,-0.011753649,-0.10227447,0.110305674,0.01670301,-0.100993268,0.110869877,-0.027362853,-0.317375012,-0.100884434,0.034478843,-0.317549087,-0.078193093,-0.041571558,-0.486551411,-0.068137918,0.035473317,-0.489960022,-0.062845446,-0.046094984,-0.645224459,-0.264343627,0.039578974,-0.652149923,-0.251089938,-0.03801474,-0.667265959,-0.277163811,0.031801283,-0.675944634,-0.262465067,-0.063231498,-0.691103943,-0.131823819,0.047588617,-0.698955424,-0.116978435
Berdiri,0,0,0,-0.002875865,0.010726336,-0.029193182,-0.005734444,0.010028139,-0.02918455,-0.00940901,0.009264,-0.029134739,0.007519811,0.011207309,-0.022414796,0.012219042,0.010755368,-0.022417538,0.017624676,0.010156907,-0.022451483,-0.012020767,-0.002056755,-0.162953421,0.028767258,-0.00200633,-0.133338291,-0.005728483,-0.018573791,-0.048144918,0.008666903,-0.018683754,-0.039441541,-0.04380244,-0.103502467,-0.200905837,0.063078225,-0.100699767,-0.156258054,-0.083004653,-0.187824711,-0.052321199,0.098540306,-0.198519841,-0.014929891,-0.026642561,-0.121614993,0.118630476,0.032693923,-0.117425948,0.118496113,-0.01350826,-0.105109364,0.160700269,0.015666723,-0.102978185,0.159231238,-0.010554254,-0.095872939,0.132498764,0.013800323,-0.094184861,0.137597673,-0.01169014,-0.10196735,0.112195559,0.017679632,-0.09930937,0.112446181,-0.027300894,-0.317293704,-0.099338927,0.034620345,-0.317134976,-0.07799306,-0.041475147,-0.48665148,-0.063765241,0.035466373,-0.490201652,-0.060581055,-0.04624325,-0.645386279,-0.261766769,0.039221525,-0.651814163,-0.248617895,-0.03829518,-0.667188108,-0.274595685,0.031400621,-0.675675511,-0.259962238,-0.063089132,-0.691059172,-0.128644589,0.047003925,-0.698978484,-0.114069073
Berdiri,0,0,0,-0.002874434,0.010825887,-0.031304322,-0.005734891,0.01010754,-0.03129264,-0.009413928,0.00929594,-0.031263217,0.007523537,0.011569686,-0.023321114,0.012226999,0.011234913,-0.023315698,0.017634243,0.010796897,-0.023357056,-0.012021124,-0.001971077,-0.166962802,0.028857052,-0.001114506,-0.138268255,-0.005717754,-0.018617131,-0.050825469,0.008657068,-0.018555097,-0.040558681,-0.04238677,-0.103641212,-0.207963981,0.063340843,-0.100511447,-0.160634607,-0.082978934,-0.185939878,-0.055677056,0.098534077,-0.198222697,-0.015438721,-0.025051206,-0.119351998,0.12188179,0.032807142,-0.115626723,0.123468272,-0.010411888,-0.102740884,0.166418813,0.015710533,-0.101450279,0.165624045,-0.00709191,-0.093443096,0.136125199,0.013736337,-0.092339247,0.143903561,-0.008911908,-0.09972614,0.114867084,0.017597109,-0.097366974,0.117149256,-0.027292073,-0.317005664,-0.107450112,0.034594864,-0.316471249,-0.084495847,-0.040878683,-0.486883998,-0.071873672,0.035438418,-0.490320206,-0.066431303,-0.045590788,-0.645489156,-0.281423159,0.039914697,-0.65183562,-0.263877727,-0.037861586,-0.667246461,-0.2960779,0.033275276,-0.675485611,-0.276793666,-0.063065857,-0.691309154,-0.149562374,0.046847999,-0.698974073,-0.126298983
Berdiri,0,0,0,-0.002869725,0.011039164,-0.03052742,-0.005738497,0.010408334,-0.030525006,-0.00942409,0.009636268,-0.0304958,0.00754267,0.011930954,-0.021653607,0.012236238,0.011704382,-0.021647416,0.017659724,0.011422709,-0.021676287,-0.012029022,-0.001470279,-0.164535232,0.028917611,-0.000491984,-0.135354806,-0.005729139,-0.018818375,-0.049536079,0.008562714,-0.018554311,-0.03887438,-0.043043643,-0.10393576,-0.207433671,0.062768042,-0.10096648,-0.162288561,-0.082906783,-0.18698011,-0.059792027,0.098538637,-0.198436406,-0.022961043,-0.023956537,-0.120594453,0.116010904,0.033133358,-0.116583001,0.121666446,-0.009948343,-0.103673961,0.160767511,0.016393155,-0.102373462,0.164098516,-0.00700739,-0.094065946,0.131882638,0.014452934,-0.093068954,0.143265739,-0.00884527,-0.100334521,0.109264582,0.018180728,-0.098029893,0.115818977,-0.026921362,-0.317022946,-0.107995746,0.034653485,-0.316108819,-0.084711021,-0.040223777,-0.487222012,-0.072495559,0.035204917,-0.490535494,-0.066736445,-0.045071721,-0.645768818,-0.286052823,0.039943576,-0.651661452,-0.270031676,-0.037258178,-0.667679425,-0.300575405,0.033346206,-0.674293038,-0.283241242,-0.063015074,-0.691824194,-0.151545886,0.046869457,-0.699457105,-0.129553817
Berdiri,0,0,0,-0.00288409,0.011247404,-0.030183442,-0.005829424,0.010656837,-0.030177832,-0.009544998,0.009900995,-0.030148588,0.007570803,0.012214057,-0.023585506,0.012306064,0.012026615,-0.023587056,0.017784745,0.011811636,-0.023622416,-0.012267977,-0.001167685,-0.171762407,0.028940469,-5.55E-05,-0.146065313,-0.005746841,-0.01882704,-0.051697567,0.008540064,-0.018554825,-0.043267503,-0.043609709,-0.10415839,-0.220091768,0.062767237,-0.101274583,-0.177469082,-0.082880855,-0.187532041,-0.074296918,0.098821014,-0.198664192,-0.037457727,-0.023952961,-0.121595416,0.109692745,0.032976687,-0.117365304,0.116264634,-0.009978235,-0.104777519,0.156233884,0.016160309,-0.103882659,0.160000451,-0.007184505,-0.095252786,0.129013546,0.014160722,-0.094406415,0.139574684,-0.00895825,-0.101414729,0.103717454,0.017954201,-0.099089805,0.110579304,-0.026928365,-0.317120779,-0.123990275,0.034527451,-0.315971989,-0.100613756,-0.040004313,-0.487462837,-0.089011632,0.035017669,-0.490755755,-0.082696281,-0.045017332,-0.645365793,-0.313068978,0.039992541,-0.651239414,-0.294969313,-0.037238538,-0.666895289,-0.328350954,0.033574283,-0.673705179,-0.308715574,-0.06290856,-0.692176539,-0.174582504,0.044291049,-0.699724752,-0.15075269
Berdiri,0,0,0,-0.002907395,0.011824042,-0.029459834,-0.005913258,0.011311837,-0.029452302,-0.009639531,0.010644697,-0.029422879,0.007599115,0.012759849,-0.023834161,0.01233092,0.012557499,-0.023838304,0.017778218,0.012313951,-0.023878224,-0.012386918,-0.000280742,-0.174298443,0.028924495,0.00068523,-0.150985122,-0.00575757,-0.018570956,-0.053089403,0.008522749,-0.018595677,-0.045681626,-0.043868065,-0.103598271,-0.226773113,0.063073277,-0.10112055,-0.185041063,-0.082631171,-0.188051064,-0.082300179,0.099064082,-0.198971201,-0.046207145,-0.023931593,-0.122483406,0.108731672,0.032834172,-0.118055496,0.113629758,-0.010094643,-0.105699781,0.157053575,0.015886277,-0.104747076,0.159007236,-0.007350206,-0.096250344,0.131762221,0.013904333,-0.0950162,0.139688686,-0.009023786,-0.102303464,0.103610963,0.017769963,-0.099597622,0.108413473,-0.026946902,-0.317407016,-0.132055796,0.034536749,-0.316104982,-0.109628427,-0.039956748,-0.488039795,-0.097894238,0.034926414,-0.49115688,-0.092876006,-0.045039177,-0.645871762,-0.324900448,0.0399867,-0.65114272,-0.311498061,-0.037261903,-0.667358164,-0.340006843,0.033537537,-0.673157815,-0.32536234,-0.062698871,-0.692843203,-0.184371911,0.044432998,-0.700117234,-0.16628506
Berdiri,0,0,0,-0.002968431,0.012108542,-0.029320106,-0.00598827,0.011639375,-0.029312618,-0.009720922,0.011014082,-0.029281318,0.007638335,0.012981504,-0.02385778,0.012374997,0.012746718,-0.023861885,0.017773092,0.012462441,-0.023902066,-0.012503117,3.88E-05,-0.173667911,0.028867364,0.000841897,-0.150340768,-0.005796343,-0.018426903,-0.052820444,0.008479238,-0.018654495,-0.04558342,-0.044201016,-0.103377037,-0.226132199,0.063116968,-0.101245664,-0.185860671,-0.082516372,-0.18852637,-0.081683308,0.099229664,-0.199205302,-0.047598235,-0.023992896,-0.123066388,0.109339453,0.032679796,-0.118564002,0.112963893,-0.010294497,-0.106325366,0.157443948,0.015666664,-0.105370693,0.158113457,-0.007603317,-0.096932121,0.132253535,0.013717592,-0.095516302,0.138761915,-0.009179831,-0.102915458,0.104291014,0.017614484,-0.100031637,0.107734539,-0.027012736,-0.317616768,-0.131104846,0.034490228,-0.316210546,-0.109416069,-0.039991975,-0.48849348,-0.097582802,0.034784168,-0.491437115,-0.092891429,-0.045109332,-0.646229781,-0.32381811,0.039925367,-0.651026107,-0.311338179,-0.03734085,-0.667666949,-0.338728212,0.033460021,-0.672805943,-0.325040765,-0.062578171,-0.693275787,-0.182957843,0.044482589,-0.70034758,-0.16626475
Berdiri,0,0,0,-0.002962828,0.012405146,-0.029052414,-0.006239533,0.011876889,-0.029043846,-0.009814739,0.011294555,-0.029011309,0.007833809,0.01323312,-0.02340582,0.01262182,0.012906907,-0.02341035,0.017956853,0.012461074,-0.023447983,-0.012240767,0.00065726,-0.171534821,0.029163212,0.000300318,-0.147343811,-0.005780816,-0.017683703,-0.052120917,0.008075178,-0.018126916,-0.044648744,-0.043895364,-0.104289502,-0.22302416,0.062932372,-0.102333471,-0.183741122,-0.082300425,-0.189850509,-0.080306955,0.099598438,-0.198696747,-0.044090278,-0.023645133,-0.124224693,0.110487893,0.033010691,-0.119308606,0.11517787,-0.010140419,-0.107353225,0.158462301,0.015925199,-0.105354026,0.159054831,-0.007573128,-0.098000243,0.133085147,0.013965875,-0.095896393,0.1392961,-0.009139597,-0.103919581,0.105435476,0.017899513,-0.100752622,0.109730348,-0.026713043,-0.318207249,-0.129743893,0.034514904,-0.316653922,-0.108157381,-0.039447039,-0.488953099,-0.096043404,0.034339935,-0.490535244,-0.091295699,-0.044783086,-0.646409079,-0.316262752,0.04026103,-0.650536343,-0.307368174,-0.037019402,-0.668172345,-0.330756068,0.033820957,-0.671341047,-0.321522087,-0.062212616,-0.694401726,-0.179185722,0.044349939,-0.700970337,-0.16263641
Berdiri,0,0,0,-0.002964616,0.012537925,-0.028872959,-0.006401479,0.011964303,-0.02886387,-0.009871036,0.011388645,-0.028831571,0.007959038,0.013342952,-0.023105301,0.012774438,0.012956459,-0.02311033,0.018052816,0.012410721,-0.02314619,-0.012063622,0.000876121,-0.170646247,0.029327035,-3.23E-05,-0.145366669,-0.005787402,-0.017201327,-0.051800966,0.007825375,-0.017841563,-0.044122517,-0.043656707,-0.104776397,-0.221973807,0.062786907,-0.102997735,-0.181653142,-0.082142174,-0.190653458,-0.079731483,0.099895447,-0.198430598,-0.040522628,-0.023440957,-0.124921888,0.110053629,0.033246398,-0.119804785,0.117958188,-0.010167211,-0.107956335,0.157178149,0.016146809,-0.105504155,0.161407694,-0.007704973,-0.098642468,0.131529018,0.014151335,-0.09628953,0.141361937,-0.009228349,-0.104529589,0.104858994,0.018122733,-0.101254135,0.112375706,-0.026511788,-0.318554968,-0.12948216,0.034463733,-0.316918373,-0.107890872,-0.039052367,-0.48921138,-0.095911581,0.034086585,-0.490094125,-0.090718735,-0.04455018,-0.646509171,-0.313578099,0.04049468,-0.65040493,-0.305377215,-0.03679207,-0.668523014,-0.327830911,0.034090817,-0.670968175,-0.319759801,-0.0619573,-0.69508332,-0.177731808,0.044279337,-0.701282918,-0.161172494
Berdiri,0,0,0,-0.002945215,0.012775647,-0.028894402,-0.006437719,0.012199646,-0.028885648,-0.009857833,0.011633463,-0.028850198,0.008028567,0.013530068,-0.0229702,0.012865692,0.013145294,-0.022973955,0.018122643,0.012587959,-0.023008481,-0.011924505,0.001417242,-0.1724336,0.029466599,0.00010588,-0.146403518,-0.005768925,-0.016931124,-0.052711181,0.007780045,-0.017733049,-0.044905119,-0.043850988,-0.104015633,-0.225586131,0.062937975,-0.102960855,-0.185908008,-0.082090348,-0.191199869,-0.08531614,0.100110382,-0.198439211,-0.045787901,-0.024187475,-0.125394911,0.1075859,0.033364505,-0.120318815,0.117968671,-0.011281818,-0.108456552,0.155345015,0.016102225,-0.106215581,0.162794791,-0.009306997,-0.09912172,0.131427102,0.014252245,-0.09689413,0.144260459,-0.010704219,-0.105051473,0.103106804,0.018200219,-0.101681158,0.113023587,-0.027039707,-0.31786783,-0.134832359,0.034342706,-0.316772595,-0.113902805,-0.039666355,-0.48922123,-0.099122299,0.034199268,-0.489643529,-0.096375613,-0.046267301,-0.646201625,-0.327252202,0.040946424,-0.649144664,-0.316263177,-0.039077461,-0.666815832,-0.342855878,0.034809172,-0.669238999,-0.330846332,-0.061147451,-0.695365503,-0.185303755,0.043791205,-0.700997368,-0.170694023
Berdiri,0,0,0,-0.002939194,0.012999257,-0.029098913,-0.006435364,0.01243782,-0.02909027,-0.009863198,0.011864351,-0.029052675,0.008029163,0.013799854,-0.022764049,0.012846798,0.01341494,-0.022767201,0.018084854,0.012839364,-0.022802927,-0.011927038,0.001679964,-0.17280421,0.029410332,0.000406042,-0.144464198,-0.005762964,-0.017025948,-0.052662075,0.00779742,-0.01776132,-0.044237681,-0.045120716,-0.103715055,-0.225973345,0.062839121,-0.103036471,-0.181670547,-0.082051665,-0.191644825,-0.085612509,0.099964917,-0.198108591,-0.040822782,-0.026235729,-0.125647493,0.108419925,0.03296566,-0.121404,0.119556114,-0.013455361,-0.109181054,0.155864567,0.014766008,-0.108445533,0.163366377,-0.011716843,-0.099713065,0.131686628,0.013263643,-0.09902095,0.14441666,-0.013016075,-0.105277605,0.103989914,0.017602712,-0.1034903,0.114263624,-0.028352946,-0.317918561,-0.135561118,0.03363803,-0.316606008,-0.113807125,-0.040706635,-0.48918473,-0.100238059,0.034194946,-0.489375524,-0.096254146,-0.04716143,-0.645920865,-0.327947184,0.041684687,-0.649167888,-0.313925475,-0.03976059,-0.666568689,-0.343181089,0.036096334,-0.669863276,-0.327889681,-0.061133683,-0.695106141,-0.187095843,0.044103414,-0.700720839,-0.169529796
Berdiri,0,0,0,-0.002942294,0.013187323,-0.029037297,-0.006565392,0.012658963,-0.029030062,-0.009866387,0.012128104,-0.028992631,0.007741451,0.014101045,-0.022404723,0.012549877,0.013844285,-0.022407189,0.017675012,0.013352895,-0.022445768,-0.01183781,0.002123047,-0.173082821,0.029372364,0.001001995,-0.143122038,-0.005772084,-0.017078206,-0.05286932,0.00755766,-0.01768085,-0.044025555,-0.045829535,-0.10318099,-0.226960823,0.062859237,-0.102477312,-0.180957995,-0.081722051,-0.192771018,-0.086774182,0.099743456,-0.197614342,-0.041515216,-0.025910378,-0.12608017,0.107063651,0.032186389,-0.120986283,0.116715968,-0.013105601,-0.109006509,0.154034287,0.01416105,-0.108137831,0.160385281,-0.011285216,-0.099528909,0.129304796,0.012886673,-0.098606125,0.141203701,-0.01260075,-0.105024934,0.102296606,0.017112523,-0.103019118,0.111352175,-0.028514951,-0.318465009,-0.136834566,0.033374131,-0.316970125,-0.114758005,-0.040797949,-0.489606902,-0.104142752,0.034336448,-0.490011677,-0.097969091,-0.047515124,-0.645265743,-0.336828619,0.04200992,-0.649694845,-0.317208737,-0.040048182,-0.665726587,-0.352541476,0.036418229,-0.670249388,-0.331282973,-0.060757548,-0.694502339,-0.197107092,0.044471532,-0.700405881,-0.172622085
